Round,State,Agent1_Type,Agent2_Type,Agent1_ExpPayoff,Agent2_ExpPayoff,Agent1_Payoff,Agent2_Payoff,Agent1_Action,Agent2_Action,Agent1_Regret,Agent2_Regret,Agent1_Belief,Agent2_Belief,Agent1_Visits,Agent2_Visits
64,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9846153846153847,0.9846153846153847,1.0,1.0,1,0,-3.7592755190903824,-3.7592755190903824,"[0.9846, 0.0154]","[0.0154, 0.9846]",64,64
65,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9848484848484849,0.9848484848484849,1.0,1.0,1,0,-3.7744270342418975,-3.7744270342418975,"[0.9848, 0.0152]","[0.0152, 0.9848]",65,65
66,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9850746268656716,0.9850746268656716,1.0,1.0,1,0,-3.789352407376226,-3.789352407376226,"[0.9851, 0.0149]","[0.0149, 0.9851]",66,66
67,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9852941176470589,0.9852941176470589,1.0,1.0,1,0,-3.8040582897291673,-3.8040582897291673,"[0.9853, 0.0147]","[0.0147, 0.9853]",67,67
68,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9855072463768116,0.9855072463768116,1.0,1.0,1,0,-3.8185510433523557,-3.8185510433523557,"[0.9855, 0.0145]","[0.0145, 0.9855]",68,68
69,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9857142857142858,0.9857142857142858,1.0,1.0,1,0,-3.83283675763807,-3.83283675763807,"[0.9857, 0.0143]","[0.0143, 0.9857]",69,69
70,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9859154929577465,0.9859154929577465,1.0,1.0,1,0,-3.8469212646803235,-3.8469212646803235,"[0.9859, 0.0141]","[0.0141, 0.9859]",70,70
71,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9861111111111112,0.9861111111111112,1.0,1.0,1,0,-3.8608101535692123,-3.8608101535692123,"[0.9861, 0.0139]","[0.0139, 0.9861]",71,71
72,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9863013698630136,0.9863013698630136,1.0,1.0,1,0,-3.8745087837061987,-3.8745087837061987,"[0.9863, 0.0137]","[0.0137, 0.9863]",72,72
73,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9864864864864865,0.9864864864864865,1.0,1.0,1,0,-3.8880222972197123,-3.8880222972197123,"[0.9865, 0.0135]","[0.0135, 0.9865]",73,73
74,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9866666666666667,0.9866666666666667,1.0,1.0,1,0,-3.9013556305530455,-3.9013556305530455,"[0.9867, 0.0133]","[0.0133, 0.9867]",74,74
75,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9868421052631579,0.9868421052631579,1.0,1.0,1,0,-3.9145135252898875,-3.9145135252898875,"[0.9868, 0.0132]","[0.0132, 0.9868]",75,75
76,0,FictitiousPlayAgent,FictitiousPlayAgent,0.987012987012987,0.987012987012987,1.0,1.0,1,0,-3.9275005382769006,-3.9275005382769006,"[0.987, 0.013]","[0.013, 0.987]",76,76
77,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9871794871794872,0.9871794871794872,1.0,1.0,1,0,-3.9403210510974134,-3.9403210510974134,"[0.9872, 0.0128]","[0.0128, 0.9872]",77,77
78,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9873417721518988,0.9873417721518988,1.0,1.0,1,0,-3.9529792789455147,-3.9529792789455147,"[0.9873, 0.0127]","[0.0127, 0.9873]",78,78
79,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9875,0.9875,1.0,1.0,1,0,-3.965479278945515,-3.965479278945515,"[0.9875, 0.0125]","[0.0125, 0.9875]",79,79
80,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9876543209876543,0.9876543209876543,1.0,1.0,1,0,-3.9778249579578606,-3.9778249579578606,"[0.9877, 0.0123]","[0.0123, 0.9877]",80,80
81,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9878048780487805,0.9878048780487805,1.0,1.0,1,0,-3.99002007990908,-3.99002007990908,"[0.9878, 0.0122]","[0.0122, 0.9878]",81,81
82,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9879518072289156,0.9879518072289156,1.0,1.0,1,0,-4.002068272680164,-4.002068272680164,"[0.988, 0.012]","[0.012, 0.988]",82,82
83,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9880952380952381,0.9880952380952381,1.0,1.0,1,0,-4.013973034584926,-4.013973034584926,"[0.9881, 0.0119]","[0.0119, 0.9881]",83,83
84,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9882352941176471,0.9882352941176471,1.0,1.0,1,0,-4.025737740467279,-4.025737740467279,"[0.9882, 0.0118]","[0.0118, 0.9882]",84,84
